ID,Dlq_stat,amounts,obs_date,Dlq_days,Vertical1,Province1
F1548,Current,7648.48,2014-06-30 12:00:00,NA,Home Improvement,AB
F1549,Current,626.893,2014-06-30 12:00:00,NA,Vehicle,ON
F1550,Current,2844.16,2014-06-30 12:00:00,NA,Vehicle,BC
F1551,Current,1632.03,2014-06-30 12:00:00,NA,Vehicle,BC
F1552,Current,1532.54,2014-06-30 12:00:00,NA,Home Improvement,ON
F1553,Current,7662.5,2014-06-30 12:00:00,NA,Home Improvement,ON
F1554,Current,796.822,2014-06-30 12:00:00,NA,Home Improvement,AB
F1555,Current,605.753,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1556,Current,2379.46,2014-06-30 12:00:00,NA,Vehicle,AB
F1557,Current,5162.53,2014-06-30 12:00:00,NA,Vehicle,AB
F1558,Current,4763.43,2014-06-30 12:00:00,NA,Home Improvement,AB
F1559,Current,1388.97,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1560,Current,2217.09,2014-06-30 12:00:00,NA,Vehicle,BC
F1561,Current,826.448,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1562,Current,7021.35,2014-06-30 12:00:00,NA,Vehicle,ON
F1563,Current,3852.71,2014-06-30 12:00:00,NA,Home Improvement,AB
F1564,Current,907.88,2014-06-30 12:00:00,NA,Home Improvement,ON
F1565,Current,2113.65,2014-06-30 12:00:00,NA,Vehicle,AB
F1566,Current,2152.17,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1567,Current,1073.41,2014-06-30 12:00:00,NA,Vehicle,AB
F1568,Current,1527.6,2014-06-30 12:00:00,NA,Vehicle,AB
F1569,Current,1174.56,2014-06-30 12:00:00,NA,Vehicle,ON
F1570,Current,1031.06,2014-06-30 12:00:00,NA,Vehicle,AB
F1571,Current,2824.61,2014-06-30 12:00:00,NA,Vehicle,ON
F1572,Current,449.633,2014-06-30 12:00:00,NA,Vehicle,BC
F1573,Current,1723.19,2014-06-30 12:00:00,NA,Home Improvement,ON
F1574,Current,2677.99,2014-06-30 12:00:00,NA,Vehicle,AB
F1575,Current,2064.48,2014-06-30 12:00:00,NA,Vehicle,AB
F1576,Current,1713.72,2014-06-30 12:00:00,NA,Vehicle,AB
F1577,Current,3689.76,2014-06-30 12:00:00,NA,Vehicle,AB
F1578,Current,12036.8,2014-06-30 12:00:00,NA,Vehicle,BC
F1579,Current,813.465,2014-06-30 12:00:00,NA,Vehicle,AB
F1580,Current,3214.3,2014-06-30 12:00:00,NA,Vehicle,ON
F1581,Current,1235.01,2014-06-30 12:00:00,NA,Vehicle,AB
F1582,Current,1802.35,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1583,Current,535.127,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1584,Current,387.742,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1585,Current,1031.55,2014-06-30 12:00:00,NA,Vehicle,ON
F1586,Current,783.103,2014-06-30 12:00:00,NA,Vehicle,ON
F1587,Current,512.41,2014-06-30 12:00:00,NA,Home Improvement,ON
F1588,Current,3352.14,2014-06-30 12:00:00,NA,Vehicle,ON
F1589,Current,2137.77,2014-06-30 12:00:00,NA,Vehicle,BC
F1590,Current,6450.1,2014-06-30 12:00:00,NA,Home Improvement,AB
F1591,Current,1849.93,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1592,Current,2389.97,2014-06-30 12:00:00,NA,Home Improvement,ON
F1593,Current,2557.54,2014-06-30 12:00:00,NA,Vehicle,ON
F1594,Current,3574.34,2014-06-30 12:00:00,NA,Home Improvement,AB
F1595,Current,477.845,2014-06-30 12:00:00,NA,Vehicle,ON
F1596,Current,3170.6,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1597,Current,946.162,2014-06-30 12:00:00,NA,Vehicle,AB
F1598,Current,3016,2014-06-30 12:00:00,NA,Vehicle,BC
F1599,Current,1386.69,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1600,Current,312.485,2014-06-30 12:00:00,NA,Home Improvement,BC
F1601,Current,1128.29,2014-06-30 12:00:00,NA,Home Improvement,ON
F1602,Current,656.642,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1603,Current,4531.36,2014-06-30 12:00:00,NA,Home Improvement,ON
F1604,Current,1581.73,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1605,Current,5952.82,2014-06-30 12:00:00,NA,Vehicle,BC
F1606,Current,312.907,2014-06-30 12:00:00,NA,Vehicle,AB
F1607,Current,1950.89,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1608,Current,1178.55,2014-06-30 12:00:00,NA,Home Improvement,ON
F1609,Current,1031.19,2014-06-30 12:00:00,NA,Vehicle,BC
F1610,Current,584.353,2014-06-30 12:00:00,NA,Vehicle,ON
F1611,Current,974.812,2014-06-30 12:00:00,NA,Vehicle,AB
F1612,Current,926.81,2014-06-30 12:00:00,NA,Home Improvement,ON
F1613,Current,1000.78,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1614,Current,2722.25,2014-06-30 12:00:00,NA,Vehicle,AB
F1615,Current,7768.99,2014-06-30 12:00:00,NA,Home Improvement,AB
F1616,Current,4664.55,2014-06-30 12:00:00,NA,Vehicle,AB
F1617,Current,3042.36,2014-06-30 12:00:00,NA,Vehicle,ON
F1618,Current,1353.96,2014-06-30 12:00:00,NA,Home Improvement,ON
F1619,Current,212.152,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1620,Current,829.397,2014-06-30 12:00:00,NA,Vehicle,BC
F1621,Current,9314.58,2014-06-30 12:00:00,NA,Vehicle,AB
F1622,Current,4569.37,2014-06-30 12:00:00,NA,Vehicle,AB
F1623,Current,864.033,2014-06-30 12:00:00,NA,Home Improvement,AB
F1624,Current,3346.47,2014-06-30 12:00:00,NA,Vehicle,BC
F1625,Current,2539.84,2014-06-30 12:00:00,NA,Vehicle,ON
F1626,Current,1799.2,2014-06-30 12:00:00,NA,Vehicle,AB
F1627,Current,5062.81,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1628,Current,823.068,2014-06-30 12:00:00,NA,Home Improvement,AB
F1629,Current,907.818,2014-06-30 12:00:00,NA,Home Improvement,ON
F1630,Current,1489.89,2014-06-30 12:00:00,NA,Home Improvement,ON
F1631,Current,3547.64,2014-06-30 12:00:00,NA,Vehicle,ON
F1632,Current,699.703,2014-06-30 12:00:00,NA,Vehicle,BC
F1633,Current,2199.18,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1634,Current,2376.4,2014-06-30 12:00:00,NA,Home Improvement,ON
F1635,Current,166.333,2014-06-30 12:00:00,NA,Home Improvement,ON
F1636,Current,191.277,2014-06-30 12:00:00,NA,Vehicle,AB
F1637,Current,527.497,2014-06-30 12:00:00,NA,Vehicle,BC
F1638,Current,5580.11,2014-06-30 12:00:00,NA,Vehicle,AB
F1639,Current,1539.94,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1640,Current,399.022,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1641,Current,3136.02,2014-06-30 12:00:00,NA,Vehicle,AB
F1642,Current,694.952,2014-06-30 12:00:00,NA,Vehicle,ON
F1643,Current,6362.17,2014-06-30 12:00:00,NA,Vehicle,BC
F1644,Current,653.44,2014-06-30 12:00:00,NA,Vehicle,ON
F1645,Current,2983.33,2014-06-30 12:00:00,NA,Vehicle,BC
F1646,Current,1856.29,2014-06-30 12:00:00,NA,Home Improvement,AB
F1647,Current,4934.05,2014-06-30 12:00:00,NA,Vehicle,AB
F1648,Current,1440.51,2014-06-30 12:00:00,NA,Home Improvement,ON
F1649,Current,2147.18,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1650,Current,509.787,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1651,Current,3763.79,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1652,Current,2422.45,2014-06-30 12:00:00,NA,Home Improvement,AB
F1653,Current,1916.82,2014-06-30 12:00:00,NA,Vehicle,BC
F1654,Current,1805.56,2014-06-30 12:00:00,NA,Vehicle,BC
F1655,Current,4945.09,2014-06-30 12:00:00,NA,Vehicle,AB
F1656,Current,2004.47,2014-06-30 12:00:00,NA,Home Improvement,AB
F1657,Current,975.527,2014-06-30 12:00:00,NA,Vehicle,AB
F1658,Current,873.817,2014-06-30 12:00:00,NA,Vehicle,ON
F1659,Current,1480.9,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1660,Current,424.88,2014-06-30 12:00:00,NA,Vehicle,AB
F1661,Current,1542.77,2014-06-30 12:00:00,NA,Vehicle,ON
F1662,Current,2472.49,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1663,Current,614.797,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1664,Current,2300.98,2014-06-30 12:00:00,NA,Vehicle,AB
F1665,Current,1476.38,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1666,Current,4524.22,2014-06-30 12:00:00,NA,Vehicle,AB
F1667,Current,851.993,2014-06-30 12:00:00,NA,Vehicle,AB
F1668,Current,474.373,2014-06-30 12:00:00,NA,Vehicle,ON
F1669,Current,1027.01,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1670,Current,9113.08,2014-06-30 12:00:00,NA,Home Improvement,AB
F1671,Current,1236.06,2014-06-30 12:00:00,NA,Vehicle,BC
F1672,Current,1957.14,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1673,Current,207.267,2014-06-30 12:00:00,NA,Vehicle,BC
F1674,Current,2842.04,2014-06-30 12:00:00,NA,Vehicle,ON
F1675,Current,289.413,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1676,Current,1170.95,2014-06-30 12:00:00,NA,Vehicle,ON
F1677,Current,4512.66,2014-06-30 12:00:00,NA,Vehicle,AB
F1678,Current,1461.43,2014-06-30 12:00:00,NA,Vehicle,AB
F1679,Current,1050.8,2014-06-30 12:00:00,NA,Vehicle,BC
F1680,Current,894.518,2014-06-30 12:00:00,NA,Vehicle,ON
F1681,Current,7661.71,2014-06-30 12:00:00,NA,Vehicle,AB
F1682,Current,9105.3,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1683,Current,3906.29,2014-06-30 12:00:00,NA,Home Improvement,AB
F1684,Current,847.56,2014-06-30 12:00:00,NA,Vehicle,BC
F1685,Current,919.237,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1686,Current,379.752,2014-06-30 12:00:00,NA,Home Improvement,ON
F1687,Current,1625.35,2014-06-30 12:00:00,NA,Vehicle,BC
F1688,Current,558.617,2014-06-30 12:00:00,NA,Vehicle,ON
F1689,Current,382.495,2014-06-30 12:00:00,NA,Vehicle,ON
F1690,Current,1016.52,2014-06-30 12:00:00,NA,Vehicle,BC
F1691,Current,4102.28,2014-06-30 12:00:00,NA,Vehicle,BC
F1692,Current,1413.97,2014-06-30 12:00:00,NA,Home Improvement,AB
F1693,Current,481.433,2014-06-30 12:00:00,NA,Home Improvement,ON
F1694,Current,5424.77,2014-06-30 12:00:00,NA,Home Improvement,AB
F1695,Current,289.742,2014-06-30 12:00:00,NA,Vehicle,AB
F1696,Current,4115.87,2014-06-30 12:00:00,NA,Vehicle,AB
F1697,Current,711.035,2014-06-30 12:00:00,NA,Vehicle,BC
F1698,Current,1745.89,2014-06-30 12:00:00,NA,Vehicle,ON
F1699,Current,1180.46,2014-06-30 12:00:00,NA,Vehicle,ON
F1700,Current,1012.94,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1701,Current,1952.34,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1702,Current,3370.58,2014-06-30 12:00:00,NA,Vehicle,AB
F1703,Current,1942.14,2014-06-30 12:00:00,NA,Vehicle,ON
F1704,Current,3172.72,2014-06-30 12:00:00,NA,Vehicle,ON
F1705,Current,989.885,2014-06-30 12:00:00,NA,Home Improvement,AB
F1706,Current,473.248,2014-06-30 12:00:00,NA,Vehicle,AB
F1707,Current,610.418,2014-06-30 12:00:00,NA,Vehicle,AB
F1708,Current,2156.69,2014-06-30 12:00:00,NA,Vehicle,ON
F1709,Current,2731.99,2014-06-30 12:00:00,NA,Vehicle,AB
F1710,Current,1546.71,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1711,Current,1224.11,2014-06-30 12:00:00,NA,Home Improvement,AB
F1712,Current,3763.96,2014-06-30 12:00:00,NA,Vehicle,AB
F1713,Current,6113.8,2014-06-30 12:00:00,NA,Home Improvement,AB
F1714,Current,1709.47,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1715,Current,1051.36,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1716,Current,2933.48,2014-06-30 12:00:00,NA,Vehicle,ON
F1717,Current,2293.28,2014-06-30 12:00:00,NA,Vehicle,ON
F1718,Current,725.318,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1719,Current,3340.39,2014-06-30 12:00:00,NA,Vehicle,AB
F1720,Current,550.333,2014-06-30 12:00:00,NA,Vehicle,BC
F1721,Current,1868.18,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1722,Current,702.772,2014-06-30 12:00:00,NA,Vehicle,AB
F1723,Current,597.368,2014-06-30 12:00:00,NA,Vehicle,BC
F1724,Current,1546.69,2014-06-30 12:00:00,NA,Vehicle,AB
F1725,Current,1581.17,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1726,Current,862.843,2014-06-30 12:00:00,NA,Vehicle,ON
F1727,Current,885.04,2014-06-30 12:00:00,NA,Vehicle,ON
F1728,Current,860.632,2014-06-30 12:00:00,NA,Home Improvement,ON
F1729,Current,1780.58,2014-06-30 12:00:00,NA,Vehicle,ON
F1730,Current,7903.42,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1731,Current,1252.93,2014-06-30 12:00:00,NA,Home Improvement,ON
F1732,Current,673.412,2014-06-30 12:00:00,NA,Home Improvement,AB
F1733,Current,962.838,2014-06-30 12:00:00,NA,Vehicle,ON
F1734,Current,1701.42,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1735,Current,2071.38,2014-06-30 12:00:00,NA,Home Improvement,ON
F1736,Current,1719.97,2014-06-30 12:00:00,NA,Vehicle,AB
F1737,Current,2102.23,2014-06-30 12:00:00,NA,Home Improvement,ON
F1738,Current,1953.98,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1739,Current,3422.03,2014-06-30 12:00:00,NA,Home Improvement,AB
F1740,Current,7196.35,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1741,Current,1073.63,2014-06-30 12:00:00,NA,Vehicle,AB
F1742,Current,1635.27,2014-06-30 12:00:00,NA,Vehicle,AB
F1743,Current,2444.16,2014-06-30 12:00:00,NA,Vehicle,AB
F1744,Current,629.737,2014-06-30 12:00:00,NA,Vehicle,BC
F1745,Current,1376.46,2014-06-30 12:00:00,NA,Home Improvement,BC
F1746,Current,1352.41,2014-06-30 12:00:00,NA,Vehicle,ON
F1747,Current,698.302,2014-06-30 12:00:00,NA,Vehicle,AB
F1748,Current,2501.28,2014-06-30 12:00:00,NA,Home Improvement,ON
F1749,Current,658.662,2014-06-30 12:00:00,NA,Vehicle,AB
F1750,Current,7509.1,2014-06-30 12:00:00,NA,Home Improvement,AB
F1751,Current,6618.54,2014-06-30 12:00:00,NA,Home Improvement,BC
F1752,Current,1749.96,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1753,Current,2438.42,2014-06-30 12:00:00,NA,Vehicle,ON
F1754,Current,2533.46,2014-06-30 12:00:00,NA,Vehicle,ON
F1755,Current,1054.65,2014-06-30 12:00:00,NA,Vehicle,BC
F1756,Current,1231.8,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1757,Current,336.61,2014-06-30 12:00:00,NA,Vehicle,AB
F1758,Current,618.113,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1759,Current,295.318,2014-06-30 12:00:00,NA,Vehicle,ON
F1760,Current,1954.83,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1761,Current,1197.81,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1762,Current,5792.14,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1763,Current,1060.29,2014-06-30 12:00:00,NA,Home Improvement,ON
F1764,Current,3663.07,2014-06-30 12:00:00,NA,Vehicle,AB
F1765,Current,4579.44,2014-06-30 12:00:00,NA,Home Improvement,BC
F1766,Current,2096.65,2014-06-30 12:00:00,NA,Vehicle,ON
F1767,Current,1621.88,2014-06-30 12:00:00,NA,Vehicle,AB
F1768,Current,1515.75,2014-06-30 12:00:00,NA,Home Improvement,BC
F1769,Current,209.062,2014-06-30 12:00:00,NA,Home Improvement,BC
F1770,Current,3791.73,2014-06-30 12:00:00,NA,Vehicle,ON
F1771,Current,375.095,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1772,Current,973.245,2014-06-30 12:00:00,NA,Vehicle,BC
F1773,Current,2784.62,2014-06-30 12:00:00,NA,Vehicle,ON
F1774,Current,1415.26,2014-06-30 12:00:00,NA,Home Improvement,ON
F1775,Current,938.385,2014-06-30 12:00:00,NA,Vehicle,AB
F1776,Current,2372.9,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1777,Current,3228.45,2014-06-30 12:00:00,NA,Vehicle,AB
F1778,Current,404.085,2014-06-30 12:00:00,NA,Vehicle,AB
F1779,Current,2408.73,2014-06-30 12:00:00,NA,Vehicle,BC
F1780,Current,269.915,2014-06-30 12:00:00,NA,Vehicle,BC
F1781,Current,520.162,2014-06-30 12:00:00,NA,Vehicle,BC
F1782,Current,2749.96,2014-06-30 12:00:00,NA,Vehicle,AB
F1783,Current,248.022,2014-06-30 12:00:00,NA,Vehicle,AB
F1784,Current,907.165,2014-06-30 12:00:00,NA,Vehicle,ON
F1785,Current,495.16,2014-06-30 12:00:00,NA,Home Improvement,BC
F1786,Current,1704.1,2014-06-30 12:00:00,NA,Home Improvement,BC
F1787,Current,4457.22,2014-06-30 12:00:00,NA,Vehicle,ON
F1788,Current,801.208,2014-06-30 12:00:00,NA,Vehicle,ON
F1789,Current,1620.09,2014-06-30 12:00:00,NA,Vehicle,BC
F1790,Current,271.683,2014-06-30 12:00:00,NA,Vehicle,ON
F1791,Current,500.502,2014-06-30 12:00:00,NA,Home Improvement,ON
F1792,Current,10161.2,2014-06-30 12:00:00,NA,Vehicle,BC
F1793,Current,838.308,2014-06-30 12:00:00,NA,Vehicle,ON
F1794,Current,5943.26,2014-06-30 12:00:00,NA,Home Improvement,AB
F1795,Current,1015.46,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1796,Current,324.607,2014-06-30 12:00:00,NA,Vehicle,AB
F1797,Current,1758.42,2014-06-30 12:00:00,NA,Vehicle,AB
F1798,Current,4886.66,2014-06-30 12:00:00,NA,Vehicle,ON
F1799,Current,169.962,2014-06-30 12:00:00,NA,Vehicle,ON
F1800,Current,5295.06,2014-06-30 12:00:00,NA,Home Improvement,AB
F1801,Current,1213.55,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1802,Current,558.822,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1803,Current,1654.33,2014-06-30 12:00:00,NA,Vehicle,AB
F1804,Current,1113.98,2014-06-30 12:00:00,NA,Vehicle,BC
F1805,Current,969.028,2014-06-30 12:00:00,NA,Vehicle,ON
F1806,Current,1749.93,2014-06-30 12:00:00,NA,Home Improvement,ON
F1807,Current,278.588,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1808,Current,468.532,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1809,Current,41.635,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1810,Current,2427.82,2014-06-30 12:00:00,NA,Home Improvement,AB
F1811,Current,1661.41,2014-06-30 12:00:00,NA,Vehicle,ON
F1812,Current,5603.6,2014-06-30 12:00:00,NA,Vehicle,ON
F1813,Current,1516.48,2014-06-30 12:00:00,NA,Vehicle,AB
F1814,Current,1557.56,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1815,Current,474.258,2014-06-30 12:00:00,NA,Vehicle,ON
F1816,Current,833.782,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1817,Current,998.15,2014-06-30 12:00:00,NA,Vehicle,BC
F1818,Current,5613.14,2014-06-30 12:00:00,NA,Vehicle,ON
F1819,Current,1863.2,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1820,Current,247.86,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1821,Current,1589.46,2014-06-30 12:00:00,NA,Vehicle,ON
F1822,Current,1298.18,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1823,Current,2937.86,2014-06-30 12:00:00,NA,Vehicle,ON
F1824,Current,669.075,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1825,Current,2136.22,2014-06-30 12:00:00,NA,Vehicle,AB
F1826,Current,591.268,2014-06-30 12:00:00,NA,Vehicle,AB
F1827,Current,1383.79,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1828,Current,5412.07,2014-06-30 12:00:00,NA,Vehicle,ON
F1829,Current,379.81,2014-06-30 12:00:00,NA,Vehicle,AB
F1830,Current,810.965,2014-06-30 12:00:00,NA,Vehicle,ON
F1831,Current,704.618,2014-06-30 12:00:00,NA,Vehicle,BC
F1832,Current,2547.6,2014-06-30 12:00:00,NA,Vehicle,AB
F1833,Current,2907.24,2014-06-30 12:00:00,NA,Vehicle,AB
F1834,Current,2073.18,2014-06-30 12:00:00,NA,Vehicle,BC
F1835,Current,2296.75,2014-06-30 12:00:00,NA,Home Improvement,AB
F1836,Current,1328.4,2014-06-30 12:00:00,NA,Vehicle,BC
F1837,Current,1190.55,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1838,Current,416.463,2014-06-30 12:00:00,NA,Vehicle,AB
F1839,Current,240.755,2014-06-30 12:00:00,NA,Home Improvement,ON
F1840,Current,317.87,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1841,Current,1217.46,2014-06-30 12:00:00,NA,Vehicle,ON
F1842,Current,1346.54,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1843,Current,1998.27,2014-06-30 12:00:00,NA,Vehicle,BC
F1844,Current,3500.96,2014-06-30 12:00:00,NA,Vehicle,ON
F1845,Current,2829.93,2014-06-30 12:00:00,NA,Vehicle,AB
F1846,Current,2686.78,2014-06-30 12:00:00,NA,Home Improvement,ON
F1847,Current,2031.92,2014-06-30 12:00:00,NA,Vehicle,AB
F1848,Current,4339.94,2014-06-30 12:00:00,NA,Vehicle,AB
F1849,Current,3902.72,2014-06-30 12:00:00,NA,Vehicle,AB
F1850,Current,3121.35,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1851,Current,2180.35,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1852,Current,819.105,2014-06-30 12:00:00,NA,Vehicle,AB
F1853,Current,1059.27,2014-06-30 12:00:00,NA,Vehicle,ON
F1854,Current,404.27,2014-06-30 12:00:00,NA,Vehicle,BC
F1855,Current,426.37,2014-06-30 12:00:00,NA,Vehicle,ON
F1856,Current,2670.16,2014-06-30 12:00:00,NA,Vehicle,AB
F1857,Current,971.76,2014-06-30 12:00:00,NA,Vehicle,AB
F1858,Current,4904.83,2014-06-30 12:00:00,NA,Vehicle,ON
F1859,Current,1212.81,2014-06-30 12:00:00,NA,Vehicle,ON
F1860,Current,1378.7,2014-06-30 12:00:00,NA,Home Improvement,ON
F1861,Current,802.077,2014-06-30 12:00:00,NA,Home Improvement,AB
F1862,Current,1583.3,2014-06-30 12:00:00,NA,Vehicle,ON
F1863,Current,2528.97,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1864,Current,1892.61,2014-06-30 12:00:00,NA,Vehicle,BC
F1865,Current,6363.64,2014-06-30 12:00:00,NA,Home Improvement,AB
F1866,Current,653.86,2014-06-30 12:00:00,NA,Home Improvement,ON
F1867,Current,1546.28,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1868,Current,4682.62,2014-06-30 12:00:00,NA,Vehicle,ON
F1869,Current,9146.47,2014-06-30 12:00:00,NA,Home Improvement,AB
F1870,Current,1712.46,2014-06-30 12:00:00,NA,Vehicle,AB
F1871,Current,521.548,2014-06-30 12:00:00,NA,Home Improvement,AB
F1872,Current,410.945,2014-06-30 12:00:00,NA,Vehicle,AB
F1873,Current,2868.89,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1874,Current,458.95,2014-06-30 12:00:00,NA,Vehicle,AB
F1875,Current,650.602,2014-06-30 12:00:00,NA,Home Improvement,ON
F1876,Current,2398.77,2014-06-30 12:00:00,NA,Home Improvement,Other Provinces
F1877,Current,854.942,2014-06-30 12:00:00,NA,Vehicle,AB
F1878,Current,1729.53,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1879,Current,1332.35,2014-06-30 12:00:00,NA,Home Improvement,BC
F1880,Current,1220.62,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1881,Current,3134.41,2014-06-30 12:00:00,NA,Vehicle,BC
F1882,Current,1415.64,2014-06-30 12:00:00,NA,Home Improvement,ON
F1883,Current,2260.28,2014-06-30 12:00:00,NA,Vehicle,BC
F1884,Current,2411.57,2014-06-30 12:00:00,NA,Vehicle,AB
F1885,Current,2957.91,2014-06-30 12:00:00,NA,Vehicle,BC
F1886,Current,2006.83,2014-06-30 12:00:00,NA,Vehicle,BC
F1887,Current,3979.17,2014-06-30 12:00:00,NA,Home Improvement,AB
F1888,Current,5722.24,2014-06-30 12:00:00,NA,Vehicle,ON
F1889,Current,483.563,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1890,Current,1687.44,2014-06-30 12:00:00,NA,Vehicle,BC
F1891,Current,5341.81,2014-06-30 12:00:00,NA,Vehicle,ON
F1892,Current,3332.45,2014-06-30 12:00:00,NA,Vehicle,ON
F1893,Current,7101.12,2014-06-30 12:00:00,NA,Vehicle,AB
F1894,Current,476.17,2014-06-30 12:00:00,NA,Vehicle,BC
F1895,Current,945.998,2014-06-30 12:00:00,NA,Vehicle,AB
F1896,Current,780.453,2014-06-30 12:00:00,NA,Vehicle,ON
F1897,Current,527.957,2014-06-30 12:00:00,NA,Vehicle,AB
F1898,Current,2641.74,2014-06-30 12:00:00,NA,Vehicle,AB
F1899,Current,4078.52,2014-06-30 12:00:00,NA,Vehicle,AB
F1900,Current,388.358,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1901,Current,1136.71,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1902,Current,1079.72,2014-06-30 12:00:00,NA,Vehicle,AB
F1903,Current,1563.55,2014-06-30 12:00:00,NA,Vehicle,AB
F1904,Current,635.375,2014-06-30 12:00:00,NA,Vehicle,AB
F1905,Current,3811.55,2014-06-30 12:00:00,NA,Home Improvement,AB
F1906,Current,503.145,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1907,Current,769.753,2014-06-30 12:00:00,NA,Vehicle,AB
F1908,Current,4418.85,2014-06-30 12:00:00,NA,Vehicle,ON
F1909,Current,1102.39,2014-06-30 12:00:00,NA,Vehicle,BC
F1910,Current,2142.3,2014-06-30 12:00:00,NA,Vehicle,ON
F1911,Current,1367.44,2014-06-30 12:00:00,NA,Vehicle,AB
F1912,Current,4723.04,2014-06-30 12:00:00,NA,Home Improvement,AB
F1913,Current,3646.53,2014-06-30 12:00:00,NA,Home Improvement,AB
F1914,Current,542.86,2014-06-30 12:00:00,NA,Vehicle,Other Provinces
F1915,Current,2182.17,2014-06-30 12:00:00,NA,Vehicle,AB
F1916,Current,1941.94,2014-06-30 12:00:00,NA,Home Improvement,ON
